sentence1,sentence2,label
"Jun 21, 24","Jun 21, 2024",1
6/21/2024,"Jun 21, 2024",1
6/21/24,June 2024 21,0
08/11/2024,"08 November, 2024",1
"08 Nov, 2024",2024/11/8,1
"24, Nov 08",November 2024 08,0
2024/11/8,08/11/24,1
08/11/2024,Random date text,0
"24, November 08","Nov 08, 24",1
11/08/2024,11/8/2024,1
11/08/2024,"September 08, 2024",0
08/11/2024,"2024, Nov 08",1
"2024, November 08",2024Nov08,1
2024/11/8,Random date text,0
"Nov 08, 24",8/11/2024,1
"2024, Nov 08",Random date text,0
8/11/24,"2024, November 08",1
"2024, Nov 08",2024/11/08,1
11/8/24,"November 08, 2027",0
08/11/24,"24, Nov 08",1
08/11/2024,2024/11/08,1
8/11/2024,"November 08, 2027",0
"08 Nov, 24","2024, Nov 08",1
Nov082024,2024/08/11,0
"2024, Nov 08",2024-11-08,1
"Nov 08, 2024","2024, Nov 08",1
2024Nov08,November 2024 08,0
08Nov2024,11/08/2024,1
"2024, Nov 08","08 Nov, 24",1
"08 Nov, 2024","November 08, 2027",0
11/08/24,8/11/24,1
"08 Nov, 2024",2024/08/11,0
"08 Nov, 24","November 08, 2024",1
11/8/24,2024/11/8,1
"2024, November 08","September 08, 2024",0
"2024, Nov 08",11/8/2024,1
"24, Nov 08","2024, November 08",1
"2024, Nov 08","September 08, 2024",0
"Nov 08, 2024",2024Nov08,1
2024/11/8,"November 08, 2027",0
"Nov 08, 24","24, Nov 08",1
"08 Nov, 2024","Nov 08, 2024",1
"2024, November 08","November 08, 2027",0
11/8/2024,2024/11/08,1
"2024, Nov 08","Nov 08, 2024",1
11/8/24,Random date text,0
"24, November 08","08 Nov, 2024",1
"Nov 08, 2024",24/08/11,0
"Nov 08, 24","08 November, 2024",1
08/11/24,"November 08, 2024",1
11/8/24,"November 08, 2027",0
"24, Nov 08","Nov 08, 2024",1
2024Nov08,Nov082024,1
08/11/2024,"November 08, 2027",0
11/8/24,"November 08, 2024",1
11/8/2024,Random date text,0
"2024, Nov 08",08Nov2024,1
"08 Nov, 2024","24, Nov 08",1
"November 08, 2024",2024/08/11,0
8/11/2024,2024Nov08,1
11/08/24,Nov082024,1
2024-11-08,"September 08, 2024",0
"08 Nov, 24","08 Nov, 2024",1
20241108,2024/08/11,0
"November 08, 2024","08 Nov, 24",1
"08 Nov, 24",2024/11/08,1
"2024, Nov 08","September 08, 2024",0
"24, Nov 08","2024, November 08",1
2024/11/08,"November 08, 2024",1
20241108,November 2024 08,0
"2024, November 08","08 Nov, 24",1
11/8/24,Random date text,0
8/11/2024,"2024, Nov 08",1
08/11/2024,"08 Nov, 2024",1
"2024, November 08","October 36, 2007",0
08/11/24,11/8/24,1
"2024, November 08","24, November 08",1
"08 Nov, 24","October 36, 2007",0
"Nov 08, 2024",11/8/2024,1
20241108,"September 08, 2024",0
"Nov 08, 24",11/08/24,1
2024/11/08,11/8/24,1
"2024, November 08",November 2024 08,0
08/11/2024,"24, November 08",1
08/11/2024,"24, November 08",1
"Nov 08, 2024","November 08, 2027",0
08/11/24,11/8/24,1
11/8/2024,"October 36, 2007",0
2024/11/8,2024/11/08,1
"2024, November 08",8/11/2024,1
"24, Nov 08","November 08, 2027",0
08/11/24,"08 Nov, 2024",1
8/11/2024,Nov082024,1
11/8/2024,"November 08, 2027",0
"2024, Nov 08",11/08/24,1
8/11/24,Random date text,0
"08 Nov, 24",08Nov2024,1
2024/11/8,"2024, Nov 08",1
08/11/2024,2024/08/11,0
11/8/24,Nov082024,1
11/8/24,11/08/24,1
"24, Nov 08","September 08, 2024",0
"08 Nov, 2024",11/08/2024,1
8/11/2024,Random date text,0
"08 Nov, 2024",8/11/2024,1
11/08/24,"08 Nov, 24",1
11/8/2024,"November 08, 2027",0
Nov082024,2024Nov08,1
"24, November 08","November 08, 2024",1
08/11/2024,"September 08, 2024",0
11/8/24,11/08/2024,1
8/11/24,"September 08, 2024",0
"2024, November 08",2024/11/08,1
11/08/2024,"08 November, 2024",1
"08 November, 2024","October 36, 2007",0
"2024, Nov 08",20241108,1
11/8/24,"24, Nov 08",1
2024/11/8,Random date text,0
2024/11/08,"08 Nov, 2024",1
"08 Nov, 2024",Random date text,0
"08 Nov, 2024","Nov 08, 24",1
2024/11/08,11/08/24,1
"24, Nov 08",2024/08/11,0
08/11/24,08Nov2024,1
"2024, Nov 08",11/08/24,1
2024/11/08,"October 36, 2007",0
2024-11-08,"2024, Nov 08",1
"November 08, 2024","October 36, 2007",0
"24, November 08",2024/11/08,1
"2024, November 08",Nov082024,1
11/8/24,November 2024 08,0
"Nov 08, 24",2024Nov08,1
2024/11/08,8/11/24,1
2024/11/8,Random date text,0
Nov082024,11/08/2024,1
11/08/24,"September 08, 2024",0
"08 Nov, 2024",Nov082024,1
8/11/2024,"2024, Nov 08",1
"Nov 08, 2024",2024/08/11,0
"Nov 08, 2024","Nov 08, 2024",1
"2024, November 08",2024-11-08,1
08Nov2024,"October 36, 2007",0
11/8/2024,"2024, Nov 08",1
20241108,"October 36, 2007",0
8/11/24,"November 08, 2024",1
8/11/2024,"08 Nov, 2024",1
11/08/2024,2024/08/11,0
"24, November 08","2024, November 08",1
11/8/2024,11/08/2024,1
11/08/24,24/08/11,0
"Nov 08, 24","08 November, 2024",1
2024Nov08,2024/08/11,0
8/11/2024,08Nov2024,1
11/8/2024,8/11/24,1
"Nov 08, 24",2024/08/11,0
"Nov 08, 24",20241108,1
Nov082024,08Nov2024,1
"08 Nov, 2024","September 08, 2024",0
2024-11-08,2024/11/8,1
"08 Nov, 2024",2024/08/11,0
"24, November 08",11/08/2024,1
20241108,"Nov 08, 24",1
Nov082024,2024/08/11,0
2024Nov08,"08 Nov, 2024",1
"24, Nov 08",08/11/24,1
11/08/24,Random date text,0
"2024, Nov 08","08 Nov, 24",1
"Nov 08, 24","November 08, 2027",0
"08 Nov, 2024",08/11/2024,1
2024/11/08,11/8/24,1
"November 08, 2024",November 2024 08,0
8/11/24,2024/11/08,1
"Nov 08, 2024",11/8/24,1
2024/11/08,"November 08, 2027",0
"08 November, 2024",8/11/2024,1
"2024, November 08","September 08, 2024",0
20241108,"08 November, 2024",1
Nov082024,"08 Nov, 2024",1
2024/11/08,"October 36, 2007",0
"08 November, 2024","Nov 08, 24",1
08/11/24,08Nov2024,1
"Nov 08, 2024",November 2024 08,0
"2024, Nov 08",Nov082024,1
"08 Nov, 24","September 08, 2024",0
"Nov 08, 2024",Nov082024,1
11/08/24,"08 Nov, 2024",1
2024Nov08,"October 36, 2007",0
"24, November 08",11/08/2024,1
"2024, November 08",2024/11/08,1
8/11/2024,2024/08/11,0
8/11/24,08Nov2024,1
08/11/24,"September 08, 2024",0
"08 Nov, 24",08Nov2024,1
11/8/2024,"2024, Nov 08",1
08Nov2024,"September 08, 2024",0
"2024, Nov 08",08/11/2024,1
11/08/24,2024Nov08,1
8/11/24,2024/08/11,0
"2024, November 08","Nov 08, 2024",1
"Nov 08, 24","November 08, 2027",0
11/8/2024,2024-11-08,1
2024/11/8,11/8/2024,1
11/8/24,24/08/11,0
4/30/25,30/4/25,1
04/30/2025,"Apr 30, 2025",1
"30 Apr, 2025","November 33, 2018",0
04/30/25,2025Apr30,1
"Apr 30, 2025",Random date text,0
2025-04-30,"Apr 30, 25",1
"30 April, 2025",30Apr2025,1
"April 30, 2025",2025/30/04,0
2025/4/30,04/30/25,1
"30 Apr, 25","Apr 30, 2025",1
"2025, Apr 30",April 2025 30,0
30/4/25,2025Apr30,1
4/30/25,April 2025 30,0
"30 Apr, 2025","April 30, 2025",1
"30 Apr, 25",20250430,1
30/4/25,Random date text,0
30Apr2025,"Apr 30, 2025",1
"25, April 30",20250430,1
4/30/25,"April 30, 2021",0
2025/04/30,"April 30, 2025",1
30/4/25,April 2025 30,0
"25, April 30",2025Apr30,1
"Apr 30, 2025",04/30/2025,1
"30 Apr, 2025","October 30, 2025",0
"2025, Apr 30","30 Apr, 2025",1
2025/04/30,30/4/2025,1
04/30/25,25/30/04,0
30/4/25,"25, April 30",1
2025/04/30,"October 30, 2025",0
4/30/25,"30 April, 2025",1
30/04/25,"April 30, 2025",1
30Apr2025,April 2025 30,0
30Apr2025,"30 Apr, 2025",1
30/4/2025,"30 Apr, 2025",1
2025-04-30,April 2025 30,0
4/30/2025,"2025, April 30",1
30/04/2025,April 2025 30,0
2025/4/30,"2025, Apr 30",1
2025Apr30,20250430,1
"30 Apr, 2025",25/30/04,0
04/30/2025,"30 Apr, 2025",1
2025/04/30,2025/4/30,1
"2025, Apr 30","April 30, 2021",0
"30 April, 2025",04/30/2025,1
"Apr 30, 2025","April 30, 2021",0
"30 Apr, 2025","April 30, 2025",1
"2025, April 30",04/30/2025,1
"25, Apr 30","April 30, 2021",0
"30 Apr, 2025",30Apr2025,1
20250430,"Apr 30, 25",1
"Apr 30, 25","November 33, 2018",0
2025/4/30,30/04/25,1
Apr302025,2025/30/04,0
"2025, Apr 30",04/30/25,1
30/4/25,"25, April 30",1
"25, Apr 30","October 30, 2025",0
30/04/25,4/30/25,1
2025/04/30,Apr302025,1
2025/4/30,"November 33, 2018",0
4/30/2025,"25, Apr 30",1
"April 30, 2025",Random date text,0
"2025, Apr 30",Apr302025,1
30/4/25,"April 30, 2025",1
"2025, Apr 30",April 2025 30,0
"2025, Apr 30","April 30, 2025",1
30/4/2025,4/30/25,1
"April 30, 2025",April 2025 30,0
"25, Apr 30","30 Apr, 25",1
2025Apr30,"October 30, 2025",0
04/30/25,Apr302025,1
4/30/25,"Apr 30, 2025",1
30/04/25,April 2025 30,0
"Apr 30, 2025","25, Apr 30",1
Apr302025,2025-04-30,1
20250430,"November 33, 2018",0
30/04/2025,"30 Apr, 25",1
4/30/2025,25/30/04,0
"2025, Apr 30",30/4/2025,1
"Apr 30, 25",2025-04-30,1
"Apr 30, 25",Random date text,0
"30 Apr, 25","25, Apr 30",1
30/04/25,"30 April, 2025",1
2025Apr30,Random date text,0
30/4/2025,"30 Apr, 25",1
"Apr 30, 2025",April 2025 30,0
2025-04-30,"Apr 30, 2025",1
2025/4/30,"25, April 30",1
"25, Apr 30","April 30, 2021",0
2025/4/30,Apr302025,1
"30 Apr, 2025","30 Apr, 2025",1
04/30/2025,25/30/04,0
"30 April, 2025",04/30/2025,1
30/4/2025,25/30/04,0
"April 30, 2025",4/30/25,1
4/30/2025,"April 30, 2025",1
"30 Apr, 25",April 2025 30,0
2025/04/30,"2025, April 30",1
4/30/2025,Apr302025,1
"30 Apr, 25","October 30, 2025",0
30/04/25,2025/4/30,1
04/30/25,April 2025 30,0
Apr302025,"2025, Apr 30",1
2025/4/30,4/30/25,1
04/30/25,2025/30/04,0
20250430,04/30/2025,1
04/30/2025,"April 30, 2025",1
"30 Apr, 2025",2025/30/04,0
"25, April 30","Apr 30, 2025",1
04/30/2025,25/30/04,0
"2025, April 30","2025, Apr 30",1
30/4/25,30/04/25,1
30Apr2025,"November 33, 2018",0
4/30/25,2025/04/30,1
04/30/2025,Apr302025,1
04/30/2025,"November 33, 2018",0
4/30/2025,"2025, Apr 30",1
"Apr 30, 2025",2025/30/04,0
04/30/25,"Apr 30, 2025",1
"30 Apr, 2025",30/4/2025,1
"Apr 30, 25","April 30, 2021",0
"30 Apr, 2025",2025/4/30,1
"30 Apr, 25","2025, April 30",1
30/4/25,April 2025 30,0
20250430,2025/4/30,1
"30 Apr, 2025",Random date text,0
30/4/2025,"30 Apr, 2025",1
"30 Apr, 2025","25, April 30",1
2025Apr30,Random date text,0
30/04/2025,4/30/25,1
30/4/2025,2025Apr30,1
"Apr 30, 2025",2025/30/04,0
"25, April 30",2025/04/30,1
"30 Apr, 2025","April 30, 2021",0
30/4/25,04/30/2025,1
30/04/2025,"2025, April 30",1
4/30/2025,"October 30, 2025",0
4/30/2025,Apr302025,1
"Apr 30, 2025",30/4/2025,1
"Apr 30, 2025","April 30, 2021",0
"2025, Apr 30",30/4/25,1
"Apr 30, 2025","April 30, 2021",0
"2025, Apr 30","Apr 30, 25",1
Apr302025,30Apr2025,1
4/30/25,Random date text,0
4/30/2025,"25, Apr 30",1
"30 Apr, 2025",30/4/2025,1
04/30/2025,Random date text,0
30/4/25,"April 30, 2025",1
30/4/2025,April 2025 30,0
Apr302025,20250430,1
30/4/2025,2025/4/30,1
30/4/25,"November 33, 2018",0
Apr302025,"25, April 30",1
30/4/25,20250430,1
"Apr 30, 25",25/30/04,0
2025-04-30,"Apr 30, 2025",1
30/04/25,"October 30, 2025",0
4/30/25,30Apr2025,1
30/4/2025,04/30/2025,1
30/4/2025,"April 30, 2021",0
2025/4/30,30/04/25,1
"25, April 30","April 30, 2025",1
"30 Apr, 2025",25/30/04,0
Apr302025,2025/04/30,1
"2025, Apr 30","October 30, 2025",0
30/04/2025,04/30/25,1
"2025, April 30",20250430,1
04/30/25,2025/30/04,0
"30 April, 2025",4/30/25,1
30/04/2025,"2025, April 30",1
2025/04/30,2025/30/04,0
"30 Apr, 25",Apr302025,1
30/4/2025,25/30/04,0
"2025, Apr 30",30/4/25,1
"30 April, 2025",30/04/2025,1
"30 Apr, 25","November 33, 2018",0
"30 April, 2025","30 Apr, 25",1
30/04/25,"2025, April 30",1
"2025, Apr 30","April 30, 2021",0
"2025, April 30",30/04/2025,1
"30 Apr, 2025",25/30/04,0
"Apr 30, 25","30 Apr, 2025",1
"30 Apr, 2025",20250430,1
"2025, Apr 30","November 33, 2018",0
"25, April 30",30/4/2025,1
"30 Apr, 25","April 30, 2025",1
20250430,25/30/04,0
Apr302025,"Apr 30, 2025",1
"30 Apr, 2025","October 30, 2025",0
"25, Apr 30",20250430,1
4/30/25,2025/04/30,1
20250430,2025/30/04,0
"25, Apr 30","25, April 30",1
"30 Apr, 2025","Apr 30, 2025",1
"Apr 30, 2025","April 30, 2021",0
30/4/2025,04/30/25,1
04/30/2025,25/30/04,0
"30 Apr, 2025","2025, April 30",1
30/4/2025,"April 30, 2025",1
"30 Apr, 2025",Random date text,0
30Aug2024,30/8/24,1
08/30/2024,2024Aug30,1
"30 Aug, 24",24/30/08,0
30/8/2024,30Aug2024,1
2024Aug30,"August 30, 2021",0
"August 30, 2024",2024/08/30,1
"24, Aug 30",8/30/24,1
30Aug2024,24/30/08,0
"30 August, 2024","Aug 30, 24",1
"30 August, 2024",30/8/24,1
"24, August 30","August 30, 2021",0
30/08/24,"24, Aug 30",1
08/30/24,24/30/08,0
Aug302024,"2024, Aug 30",1
2024Aug30,Aug302024,1
"30 August, 2024","November 30, 2024",0
"Aug 30, 2024","30 Aug, 2024",1
2024/8/30,2024Aug30,1
2024/08/30,"November 30, 2024",0
"30 Aug, 2024",08/30/24,1
30Aug2024,2024/30/08,0
"24, Aug 30","Aug 30, 2024",1
"Aug 30, 24",2024/8/30,1
"30 Aug, 2024",2024/30/08,0
30/08/2024,30/8/24,1
8/30/2024,2024-08-30,1
"30 Aug, 24",24/30/08,0
2024Aug30,08/30/2024,1
"2024, Aug 30","July 34, 2079",0
30/8/24,"30 Aug, 2024",1
"30 August, 2024","2024, Aug 30",1
"24, August 30","November 30, 2024",0
"24, August 30",30/8/24,1
30/08/24,"2024, Aug 30",1
30/8/2024,2024/30/08,0
2024Aug30,"30 August, 2024",1
"Aug 30, 2024",2024/30/08,0
Aug302024,"Aug 30, 2024",1
2024-08-30,"30 Aug, 2024",1
"2024, Aug 30","August 30, 2021",0
"30 Aug, 2024",30/8/24,1
8/30/2024,8/30/24,1
"August 30, 2024",2024/30/08,0
2024/08/30,2024-08-30,1
"Aug 30, 24",24/30/08,0
30/8/2024,30/08/2024,1
"2024, August 30",2024/08/30,1
"24, August 30",24/30/08,0
"24, August 30","Aug 30, 24",1
"30 Aug, 2024",20240830,1
30/8/2024,24/30/08,0
08/30/24,"Aug 30, 2024",1
"Aug 30, 24",24/30/08,0
30/8/24,"August 30, 2024",1
2024Aug30,20240830,1
20240830,24/30/08,0
08/30/24,8/30/2024,1
20240830,"24, Aug 30",1
Aug302024,"November 30, 2024",0
2024-08-30,8/30/24,1
"24, Aug 30",Random date text,0
"30 Aug, 2024","Aug 30, 2024",1
2024Aug30,"24, August 30",1
2024Aug30,"August 30, 2021",0
30/8/2024,"2024, Aug 30",1
"30 August, 2024","2024, August 30",1
"30 August, 2024",Random date text,0
2024/8/30,8/30/2024,1
20240830,24/30/08,0
08/30/24,"24, August 30",1
"24, Aug 30",2024-08-30,1
2024/8/30,"November 30, 2024",0
2024Aug30,20240830,1
"2024, August 30",30/8/2024,1
30/08/24,"August 30, 2021",0
"30 Aug, 2024","2024, Aug 30",1
30/8/2024,2024/30/08,0
08/30/2024,"24, Aug 30",1
"30 August, 2024",2024/8/30,1
30/08/2024,Random date text,0
30/08/24,Aug302024,1
"Aug 30, 2024","30 Aug, 2024",1
Aug302024,Random date text,0
8/30/24,"Aug 30, 24",1
30/08/2024,"November 30, 2024",0
"30 August, 2024",30/8/2024,1
"2024, Aug 30","August 30, 2024",1
8/30/2024,Random date text,0
8/30/24,"30 Aug, 2024",1
2024/08/30,8/30/2024,1
2024-08-30,August 2024 30,0
2024/8/30,"30 Aug, 2024",1
"Aug 30, 2024","August 30, 2021",0
8/30/2024,08/30/24,1
30/8/24,2024/8/30,1
2024/08/30,Random date text,0
2024-08-30,"2024, Aug 30",1
2024Aug30,"Aug 30, 24",1
"August 30, 2024","August 30, 2021",0
08/30/2024,"2024, August 30",1
"24, Aug 30","July 34, 2079",0
2024/08/30,08/30/24,1
"30 Aug, 24","Aug 30, 24",1
30Aug2024,"July 34, 2079",0
"Aug 30, 2024",30/08/2024,1
30/8/2024,8/30/24,1
"30 Aug, 2024","August 30, 2021",0
"2024, Aug 30",08/30/2024,1
"30 Aug, 2024","July 34, 2079",0
"2024, August 30",30Aug2024,1
"24, Aug 30","30 August, 2024",1
30/8/24,August 2024 30,0
"2024, August 30",08/30/24,1
30/08/24,2024-08-30,1
8/30/24,"November 30, 2024",0
30/8/2024,"Aug 30, 2024",1
8/30/2024,August 2024 30,0
"2024, August 30",08/30/2024,1
"2024, Aug 30",2024/8/30,1
2024-08-30,"November 30, 2024",0
08/30/2024,20240830,1
Aug302024,"24, August 30",1
"30 Aug, 2024","November 30, 2024",0
"30 Aug, 24",8/30/2024,1
2024Aug30,"November 30, 2024",0
30/8/24,08/30/24,1
8/30/24,"30 Aug, 24",1
08/30/24,24/30/08,0
Aug302024,2024/8/30,1
2024Aug30,08/30/24,1
20240830,Random date text,0
30/08/2024,Aug302024,1
"30 Aug, 2024",24/30/08,0
"24, August 30","30 Aug, 2024",1
2024/08/30,"Aug 30, 2024",1
8/30/24,"August 30, 2021",0
2024/8/30,"2024, August 30",1
"30 Aug, 2024",20240830,1
"2024, Aug 30","August 30, 2021",0
Aug302024,"30 Aug, 24",1
Aug302024,24/30/08,0
2024-08-30,"30 Aug, 2024",1
"2024, August 30","30 August, 2024",1
8/30/24,24/30/08,0
"2024, August 30",Aug302024,1
"Aug 30, 2024","30 August, 2024",1
2024/8/30,"November 30, 2024",0
"August 30, 2024","Aug 30, 24",1
"2024, Aug 30",24/30/08,0
"30 Aug, 2024",2024/08/30,1
08/30/24,30/8/24,1
2024/8/30,August 2024 30,0
"24, August 30","2024, Aug 30",1
"2024, August 30",08/30/2024,1
30/08/2024,Random date text,0
8/30/24,30/8/2024,1
"Aug 30, 2024",2024/30/08,0
8/30/2024,Aug302024,1
2024/8/30,8/30/24,1
"30 Aug, 2024","August 30, 2021",0
30/8/24,2024-08-30,1
30/8/24,"2024, Aug 30",1
"30 Aug, 2024",24/30/08,0
2024/08/30,8/30/2024,1
08/30/2024,"July 34, 2079",0
30Aug2024,8/30/2024,1
"Aug 30, 24",2024Aug30,1
2024-08-30,"November 30, 2024",0
"2024, August 30",30/8/24,1
30/08/2024,2024-08-30,1
08/30/2024,"August 30, 2021",0
"Aug 30, 24","30 August, 2024",1
"Aug 30, 2024",2024/30/08,0
2024Aug30,2024/8/30,1
Aug302024,"30 Aug, 24",1
08/30/2024,August 2024 30,0
"Aug 30, 2024",08/30/24,1
"2024, August 30",30/08/24,1
"Aug 30, 2024","August 30, 2021",0
Aug302024,30/08/24,1
08/30/2024,"August 30, 2021",0
Aug302024,2024/8/30,1
8/30/24,08/30/2024,1
"Aug 30, 2024","August 30, 2021",0
2024Aug30,30Aug2024,1
"24, Aug 30",8/30/24,1
08/30/24,2024/30/08,0
Aug302024,"30 Aug, 24",1
"2024, Aug 30",24/30/08,0
"30 Aug, 2024",Aug302024,1
30/08/24,8/30/2024,1
08/30/2024,2024/30/08,0
Aug302024,"2024, Aug 30",1
"2024, Aug 30",8/30/24,1
8/30/2024,2024/30/08,0
8/30/2024,"30 August, 2024",1
30/8/2024,24/30/08,0
"30 Aug, 2024","2024, Aug 30",1
"30 Aug, 2024",8/30/24,1
"Aug 30, 2024","November 30, 2024",0
"24, August 27",20240827,1
27/8/2024,"27 Aug, 24",1
27/8/24,"August 27, 2025",0
Aug272024,"2024, Aug 27",1
2024/08/27,"January 39, 2092",0
"24, Aug 27",8/27/24,1
"27 Aug, 24","Aug 27, 24",1
2024Aug27,"August 27, 2025",0
08/27/24,2024-08-27,1
27/08/24,"Aug 27, 2024",1
2024Aug27,August 2024 27,0
"27 Aug, 2024","27 August, 2024",1
27/8/24,August 2024 27,0
"27 Aug, 2024",27/8/24,1
"24, August 27","27 Aug, 24",1
20240827,2024/27/08,0
"Aug 27, 2024",2024-08-27,1
"Aug 27, 2024","24, August 27",1
"2024, Aug 27",24/27/08,0
"2024, August 27",20240827,1
08/27/2024,"August 27, 2025",0
"27 Aug, 24",2024-08-27,1
27/8/24,"24, Aug 27",1
2024/08/27,2024/27/08,0
27/8/24,08/27/2024,1
2024-08-27,2024/08/27,1
27/08/2024,"June 27, 2024",0
"August 27, 2024","27 Aug, 2024",1
27Aug2024,"January 39, 2092",0
8/27/2024,27/08/2024,1
"27 Aug, 24",2024/8/27,1
"Aug 27, 2024","August 27, 2025",0
"2024, Aug 27",08/27/2024,1
2024-08-27,"27 Aug, 2024",1
"2024, August 27",Random date text,0
Aug272024,27Aug2024,1
"2024, Aug 27","June 27, 2024",0
2024/08/27,"24, Aug 27",1
"27 August, 2024",27/08/2024,1
2024-08-27,"August 27, 2025",0
"Aug 27, 24","Aug 27, 2024",1
27/08/2024,8/27/2024,1
20240827,"June 27, 2024",0
"2024, Aug 27",27/8/24,1
"24, Aug 27","January 39, 2092",0
"27 Aug, 2024",27/8/24,1
"August 27, 2024","2024, August 27",1
"Aug 27, 24",2024/27/08,0
"27 Aug, 24",27Aug2024,1
"27 Aug, 2024",27/8/2024,1
2024-08-27,"August 27, 2025",0
2024/8/27,2024-08-27,1
8/27/24,Random date text,0
"27 Aug, 24",27/8/2024,1
8/27/24,20240827,1
"Aug 27, 24","January 39, 2092",0
"2024, August 27","27 August, 2024",1
"27 Aug, 24",08/27/2024,1
27Aug2024,24/27/08,0
"2024, Aug 27",Aug272024,1
08/27/2024,"June 27, 2024",0
"2024, Aug 27",27/8/2024,1
8/27/2024,27/8/2024,1
"2024, Aug 27",24/27/08,0
27/08/24,"27 August, 2024",1
"2024, Aug 27","24, August 27",1
2024Aug27,"January 39, 2092",0
2024/08/27,"24, Aug 27",1
"2024, Aug 27","January 39, 2092",0
2024/08/27,"27 Aug, 2024",1
2024/8/27,"24, August 27",1
"24, August 27",24/27/08,0
"24, August 27","27 Aug, 2024",1
8/27/2024,"Aug 27, 2024",1
8/27/24,"August 27, 2025",0
"Aug 27, 2024",2024/08/27,1
"27 Aug, 24","January 39, 2092",0
2024-08-27,"Aug 27, 2024",1
8/27/24,"Aug 27, 2024",1
"27 Aug, 2024",August 2024 27,0
"2024, Aug 27","24, August 27",1
27Aug2024,2024-08-27,1
"Aug 27, 24","January 39, 2092",0
27Aug2024,8/27/2024,1
"2024, Aug 27","August 27, 2025",0
"24, August 27",27/08/24,1
"24, Aug 27",2024/08/27,1
"2024, Aug 27","January 39, 2092",0
"27 Aug, 2024","Aug 27, 2024",1
27/08/24,Aug272024,1
27/08/24,"January 39, 2092",0
"27 August, 2024","24, Aug 27",1
08/27/24,"June 27, 2024",0
8/27/2024,"2024, Aug 27",1
"2024, Aug 27",27/08/2024,1
"2024, Aug 27",Random date text,0
2024/08/27,"2024, Aug 27",1
Aug272024,"24, August 27",1
2024-08-27,24/27/08,0
"2024, Aug 27","24, Aug 27",1
"27 August, 2024",Random date text,0
27/8/24,8/27/24,1
"2024, August 27",8/27/2024,1
08/27/2024,"January 39, 2092",0
27/8/2024,"2024, August 27",1
"27 August, 2024","27 Aug, 2024",1
"Aug 27, 2024","August 27, 2025",0
2024-08-27,2024Aug27,1
8/27/24,"June 27, 2024",0
"27 Aug, 2024",2024Aug27,1
8/27/24,08/27/2024,1
8/27/2024,"January 39, 2092",0
2024-08-27,"2024, August 27",1
"27 Aug, 2024","2024, August 27",1
2024/8/27,"June 27, 2024",0
"August 27, 2024",20240827,1
"Aug 27, 24",2024/27/08,0
"27 Aug, 24","27 Aug, 2024",1
2024-08-27,"Aug 27, 2024",1
"24, August 27","August 27, 2025",0
27/8/2024,"27 Aug, 24",1
"27 Aug, 2024",2024Aug27,1
20240827,August 2024 27,0
8/27/2024,"27 Aug, 2024",1
08/27/24,"January 39, 2092",0
2024/8/27,27Aug2024,1
"27 Aug, 2024",2024/08/27,1
27/8/24,Random date text,0
"27 Aug, 24",27Aug2024,1
"24, Aug 27",Aug272024,1
"August 27, 2024",24/27/08,0
"27 August, 2024","2024, Aug 27",1
8/27/24,August 2024 27,0
"27 Aug, 24","2024, Aug 27",1
08/27/2024,"2024, Aug 27",1
"27 Aug, 2024","January 39, 2092",0
"August 27, 2024",27/08/2024,1
08/27/24,"Aug 27, 2024",1
Aug272024,Random date text,0
"27 Aug, 24","27 Aug, 2024",1
27/08/2024,"June 27, 2024",0
08/27/2024,2024/8/27,1
2024-08-27,"27 Aug, 24",1
2024-08-27,"June 27, 2024",0
"27 Aug, 2024",Aug272024,1
2024/8/27,8/27/24,1
"2024, Aug 27","June 27, 2024",0
27Aug2024,"27 Aug, 2024",1
27Aug2024,Random date text,0
27/08/24,27/8/24,1
"27 August, 2024",27Aug2024,1
"2024, August 27","August 27, 2025",0
8/27/2024,2024-08-27,1
2024/8/27,8/27/2024,1
2024/08/27,"January 39, 2092",0
"24, Aug 27","27 August, 2024",1
"2024, August 27",Random date text,0
27Aug2024,"August 27, 2024",1
27Aug2024,"27 Aug, 2024",1
2024/08/27,"January 39, 2092",0
2024/8/27,27Aug2024,1
"2024, Aug 27",27/08/2024,1
"2024, Aug 27",2024/27/08,0
2024/8/27,"2024, Aug 27",1
"27 Aug, 24","August 27, 2025",0
"2024, Aug 27","24, August 27",1
2024/8/27,"2024, Aug 27",1
2024-08-27,August 2024 27,0
2024Aug27,2024/8/27,1
"27 Aug, 24",2024/08/27,1
"Aug 27, 2024",August 2024 27,0
"24, August 27",2024-08-27,1
"24, August 27",2024/27/08,0
"2024, August 27","2024, Aug 27",1
2024Aug27,"24, August 27",1
"2024, August 27",August 2024 27,0
"27 Aug, 2024",27Aug2024,1
27/08/24,27/8/24,1
"2024, Aug 27",August 2024 27,0
2024-08-27,"27 Aug, 2024",1
2024Aug27,2024/27/08,0
20240827,2024Aug27,1
27/08/2024,8/27/2024,1
08/27/24,"August 27, 2025",0
"27 Aug, 24",20240827,1
"Aug 27, 24",2024-08-27,1
"27 Aug, 2024",August 2024 27,0
"2024, Aug 27","Aug 27, 2024",1
"2024, Aug 27",24/27/08,0
08/27/24,2024/08/27,1
"2024, August 27",2024Aug27,1
08/27/2024,"June 27, 2024",0
2024/8/27,"27 August, 2024",1
"Aug 27, 24",08/27/2024,1
27/8/24,24/27/08,0
"27 Aug, 2024","2024, Aug 27",1
