Input,Paraphrase,Type
"ninety-fivethousand,ninehundredandfourteen",95914,0
"65,339",65339,1
"sixty-five thousand, three hundred and thirty-nine",65339,1
"65,339a",65339,0
65339-,65339,0
65340,65339,0
65338,65339,0
random text,65339,0
"sixty-fivethousand,threehundredandthirty-nine",65339,0
"7,711",7711,1
"seven thousand, seven hundred and eleven",7711,1
"7,711a",7711,0
7711-,7711,0
7712,7711,0
7710,7711,0
random text,7711,0
"seventhousand,sevenhundredandeleven",7711,0
"97,749",97749,1
"ninety-seven thousand, seven hundred and forty-nine",97749,1
"97,749a",97749,0
97749-,97749,0
97750,97749,0
97748,97749,0
random text,97749,0
"ninety-seventhousand,sevenhundredandforty-nine",97749,0
"13,511",13511,1
"thirteen thousand, five hundred and eleven",13511,1
"13,511a",13511,0
13511-,13511,0
13512,13511,0
13510,13511,0
random text,13511,0
"thirteenthousand,fivehundredandeleven",13511,0
"71,216",71216,1
"seventy-one thousand, two hundred and sixteen",71216,1
"71,216a",71216,0
71216-,71216,0
71217,71216,0
71215,71216,0
random text,71216,0
"seventy-onethousand,twohundredandsixteen",71216,0
"45,638",45638,1
"forty-five thousand, six hundred and thirty-eight",45638,1
"45,638a",45638,0
45638-,45638,0
45639,45638,0
45637,45638,0
random text,45638,0
"forty-fivethousand,sixhundredandthirty-eight",45638,0
"16,167",16167,1
"sixteen thousand, one hundred and sixty-seven",16167,1
"16,167a",16167,0
16167-,16167,0
16168,16167,0
16166,16167,0
random text,16167,0
"sixteenthousand,onehundredandsixty-seven",16167,0
"97,598",97598,1
"ninety-seven thousand, five hundred and ninety-eight",97598,1
"97,598a",97598,0
97598-,97598,0
97599,97598,0
97597,97598,0
random text,97598,0
"ninety-seventhousand,fivehundredandninety-eight",97598,0
"14,907",14907,1
"fourteen thousand, nine hundred and seven",14907,1
"14,907a",14907,0
14907-,14907,0
14908,14907,0
14906,14907,0
random text,14907,0
"fourteenthousand,ninehundredandseven",14907,0
"30,200",30200,1
"thirty thousand, two hundred",30200,1
"30,200a",30200,0
30200-,30200,0
30201,30200,0
30199,30200,0
random text,30200,0
"thirtythousand,twohundred",30200,0
"92,173",92173,1
"ninety-two thousand, one hundred and seventy-three",92173,1
"92,173a",92173,0
92173-,92173,0
92174,92173,0
92172,92173,0
random text,92173,0
"ninety-twothousand,onehundredandseventy-three",92173,0
"8,336",8336,1
"eight thousand, three hundred and thirty-six",8336,1
"8,336a",8336,0
8336-,8336,0
8337,8336,0
8335,8336,0
random text,8336,0
"eightthousand,threehundredandthirty-six",8336,0
